"Date","InCount"
"1932","2014-10-30","223936"
"1933","2014-10-31","270781"
"1934","2014-11-01","270251"
"1935","2014-11-02","138834"
"1936","2014-11-03","163662"
"1937","2014-11-04","168156"
"1938","2014-11-05","166018"
"1939","2014-11-06","164480"
"1940","2014-11-07","173640"
"1941","2014-11-08","233843"
"1942","2014-11-09","144510"
"1943","2014-11-10","153856"
"1944","2014-11-11","158272"
"1945","2014-11-12","163645"
"1946","2014-11-13","199625"
"1947","2014-11-14","175784"
"1948","2014-11-15","307865"
"1949","2014-11-16","161663"
"1950","2014-11-17","159475"
"1951","2014-11-18","164140"
"1952","2014-11-19","179795"
"1953","2014-11-20","185022"
"1954","2014-11-21","201737"
"1955","2014-11-22","318237"
"1956","2014-11-23","175308"
"1957","2014-11-24","177535"
"1958","2014-11-25","183351"
"1959","2014-11-26","170368"
"1960","2014-11-27","180833"
"1961","2014-11-28","275287"
"1962","2014-11-29","374377"
"1963","2014-11-30","184057"
"1964","2014-12-01","201680"
"1965","2014-12-02","190158"
"1966","2014-12-03","200003"
"1967","2014-12-04","199567"
"1968","2014-12-05","237425"
"1969","2014-12-06","357633"
"1970","2014-12-07","178051"
"1971","2014-12-08","191754"
"1972","2014-12-09","185534"
"1973","2014-12-10","155127"
"1974","2014-12-11","178250"
"1975","2014-12-12","230802"
"1976","2014-12-13","320333"
"1977","2014-12-14","185331"
"1978","2014-12-15","197488"
"1979","2014-12-16","209250"
"1980","2014-12-17","207107"
"1981","2014-12-18","204475"
"1982","2014-12-19","241263"
"1983","2014-12-20","299064"
"1984","2014-12-21","179636"
"1985","2014-12-22","268586"
"1986","2014-12-23","248777"
"1987","2014-12-24","201434"
"1988","2014-12-25","5843"
"1989","2014-12-26","215989"
"1990","2014-12-27","235288"
"1991","2014-12-28","124068"
"1992","2014-12-29","197691"
"1993","2014-12-30","187955"
"1994","2014-12-31","168536"
"1995","2015-01-01","46056"
"1996","2015-01-02","180315"
"1997","2015-01-03","155585"
"1998","2015-01-04","89538"
"1999","2015-01-05","141639"
"2000","2015-01-06","145618"
"2001","2015-01-07","135597"
"2002","2015-01-08","144728"
"2003","2015-01-09","139411"
"2004","2015-01-10","186406"
"2005","2015-01-11","88850"
"2006","2015-01-12","130455"
"2007","2015-01-13","140079"
"2008","2015-01-14","136512"
"2009","2015-01-15","142516"
"2010","2015-01-16","148395"
"2011","2015-01-17","156420"
"2012","2015-01-18","87654"
"2013","2015-01-19","140485"
"2014","2015-01-20","143499"
"2015","2015-01-21","108806"
"2016","2015-01-22","155169"
"2017","2015-01-23","156493"
"2018","2015-01-24","209237"
"2019","2015-01-25","101147"
"2020","2015-01-26","151126"
"2021","2015-01-27","144263"
"2022","2015-01-28","122643"
"2023","2015-01-29","121530"
"2024","2015-01-30","166976"
"2025","2015-01-31","219558"
"2026","2015-02-01","113041"
"2027","2015-02-02","148246"
"2028","2015-02-03","152279"
"2029","2015-02-04","155704"
"2030","2015-02-05","146715"
"2031","2015-02-06","165966"
"2032","2015-02-07","232756"
"2033","2015-02-08","109666"
"2034","2015-02-09","139794"
"2035","2015-02-10","140143"
"2036","2015-02-11","156019"
"2037","2015-02-12","164121"
"2038","2015-02-13","173204"
"2039","2015-02-14","227492"
"2040","2015-02-15","116083"
"2041","2015-02-16","173709"
"2042","2015-02-17","182574"
"2043","2015-02-18","194542"
"2044","2015-02-19","163723"
"2045","2015-02-20","200489"
"2046","2015-02-21","215859"
"2047","2015-02-22","95120"
"2048","2015-02-23","142621"
"2049","2015-02-24","145360"
"2050","2015-02-25","162227"
"2051","2015-02-26","149100"
"2052","2015-02-27","203490"
"2053","2015-02-28","266291"
"2054","2015-03-01","102082"
"2055","2015-03-02","131382"
"2056","2015-03-03","139288"
"2057","2015-03-04","171750"
"2058","2015-03-05","176491"
"2059","2015-03-06","197412"
"2060","2015-03-07","267970"
"2061","2015-03-08","119704"
"2062","2015-03-09","145393"
"2063","2015-03-10","178371"
"2064","2015-03-11","167509"
"2065","2015-03-12","185677"
"2066","2015-03-13","195359"
"2067","2015-03-14","248836"
"2068","2015-03-15","117031"
"2069","2015-03-16","142441"
"2070","2015-03-17","161453"
"2071","2015-03-18","163122"
"2072","2015-03-19","166787"
"2073","2015-03-20","187602"
"2074","2015-03-21","237523"
"2075","2015-03-22","122919"
"2076","2015-03-23","140938"
"2077","2015-03-24","140185"
"2078","2015-03-25","161395"
"2079","2015-03-26","145159"
"2080","2015-03-27","189101"
"2081","2015-03-28","216828"
"2082","2015-03-29","97783"
"2083","2015-03-30","152894"
"2084","2015-03-31","142529"
"2085","2015-04-01","169075"
"2086","2015-04-02","200308"
"2087","2015-04-03","160691"
"2088","2015-04-04","219627"
"2089","2015-04-05","76229"
"2090","2015-04-06","141136"
"2091","2015-04-07","181232"
"2092","2015-04-08","183378"
"2093","2015-04-09","193727"
"2094","2015-04-10","196973"
"2095","2015-04-11","208376"
"2096","2015-04-12","105173"
"2097","2015-04-13","172282"
"2098","2015-04-14","157534"
"2099","2015-04-15","171664"
"2100","2015-04-16","173027"
"2101","2015-04-17","190346"
"2102","2015-04-18","223814"
"2103","2015-04-19","112274"
"2104","2015-04-20","165645"
"2105","2015-04-21","174011"
"2106","2015-04-22","180252"
"2107","2015-04-23","183840"
"2108","2015-04-24","207650"
"2109","2015-04-25","244500"
"2110","2015-04-26","132087"
"2111","2015-04-27","160683"
"2112","2015-04-28","155123"
"2113","2015-04-29","156963"
"2114","2015-04-30","161547"
"2115","2015-05-01","189918"
"2116","2015-05-02","239159"
"2117","2015-05-03","121895"
"2118","2015-05-04","156615"
"2119","2015-05-05","149651"
"2120","2015-05-06","133396"
"2121","2015-05-07","163220"
"2122","2015-05-08","163427"
"2123","2015-05-09","220573"
"2124","2015-05-10","130498"
"2125","2015-05-11","163681"
"2126","2015-05-12","160132"
"2127","2015-05-13","159284"
"2128","2015-05-14","163150"
"2129","2015-05-15","201114"
"2130","2015-05-16","242840"
"2131","2015-05-17","119833"
"2132","2015-05-18","142458"
"2133","2015-05-19","142931"
"2134","2015-05-20","167973"
"2135","2015-05-21","189523"
"2136","2015-05-22","193501"
"2137","2015-05-23","245403"
"2138","2015-05-24","134603"
"2139","2015-05-25","149255"
"2140","2015-05-26","190380"
"2141","2015-05-27","188751"
"2142","2015-05-28","206882"
"2143","2015-05-29","207813"
"2144","2015-05-30","258224"
"2145","2015-05-31","117433"
"2146","2015-06-01","156288"
"2147","2015-06-02","163193"
"2148","2015-06-03","188264"
"2149","2015-06-04","194144"
"2150","2015-06-05","204807"
"2151","2015-06-06","249720"
"2152","2015-06-07","133046"
"2153","2015-06-08","163598"
"2154","2015-06-09","156219"
"2155","2015-06-10","179437"
"2156","2015-06-11","177111"
"2157","2015-06-12","199258"
"2158","2015-06-13","228651"
"2159","2015-06-14","120824"
"2160","2015-06-15","164433"
"2161","2015-06-16","173097"
"2162","2015-06-17","164931"
"2163","2015-06-18","183732"
"2164","2015-06-19","197283"
"2165","2015-06-20","242140"
"2166","2015-06-21","111685"
"2167","2015-06-22","148024"
"2168","2015-06-23","163479"
"2169","2015-06-24","167948"
"2170","2015-06-25","176993"
"2171","2015-06-26","188433"
"2172","2015-06-27","243974"
"2173","2015-06-28","122748"
"2174","2015-06-29","158261"
"2175","2015-06-30","174024"
"2176","2015-07-01","158277"
"2177","2015-07-02","165050"
"2178","2015-07-03",NA
"2179","2015-07-04",NA
"2180","2015-07-05",NA
"2181","2015-07-06","148032"
"2182","2015-07-07","142797"
"2183","2015-07-08","149441"
"2184","2015-07-09","172815"
"2185","2015-07-10","177654"
"2186","2015-07-11","220993"
"2187","2015-07-12","142948"
"2188","2015-07-13","147172"
"2189","2015-07-14","165629"
"2190","2015-07-15","184222"
"2191","2015-07-16","182763"
"2192","2015-07-17","177424"
"2193","2015-07-18","229533"
"2194","2015-07-19","120201"
"2195","2015-07-20","173198"
"2196","2015-07-21","189150"
"2197","2015-07-22","179911"
"2198","2015-07-23","191852"
"2199","2015-07-24","197953"
"2200","2015-07-25","220275"
"2201","2015-07-26","104895"
"2202","2015-07-27","166741"
"2203","2015-07-28","173217"
"2204","2015-07-29","183614"
"2205","2015-07-30","184115"
"2206","2015-07-31","203643"
"2207","2015-08-01","205237"
"2208","2015-08-02","146423"
"2209","2015-08-03","169500"
"2210","2015-08-04","175201"
"2211","2015-08-05","181535"
"2212","2015-08-06","178963"
"2213","2015-08-07","196090"
"2214","2015-08-08","220086"
"2215","2015-08-09","120726"
"2216","2015-08-10","151793"
"2217","2015-08-11","183241"
"2218","2015-08-12","168607"
"2219","2015-08-13","173130"
"2220","2015-08-14","152142"
"2221","2015-08-15","206778"
"2222","2015-08-16","123978"
"2223","2015-08-17","173245"
"2224","2015-08-18","164113"
"2225","2015-08-19","189567"
"2226","2015-08-20","190949"
"2227","2015-08-21","184637"
"2228","2015-08-22","207393"
"2229","2015-08-23","123680"
"2230","2015-08-24","169884"
"2231","2015-08-25","186923"
"2232","2015-08-26","192745"
"2233","2015-08-27","198766"
"2234","2015-08-28","202027"
"2235","2015-08-29","227441"
"2236","2015-08-30","147445"
"2237","2015-08-31",NA
"2238","2015-09-01",NA
"2239","2015-09-02",NA
"2240","2015-09-03",NA
"2241","2015-09-04",NA
"2242","2015-09-05",NA
"2243","2015-09-06",NA
"2244","2015-09-07","160003"
"2245","2015-09-08","167852"
"2246","2015-09-09","161178"
"2247","2015-09-10","167341"
"2248","2015-09-11","171032"
"2249","2015-09-12","197170"
"2250","2015-09-13","128874"
"2251","2015-09-14","145982"
"2252","2015-09-15","155102"
"2253","2015-09-16","173340"
"2254","2015-09-17","174317"
"2255","2015-09-18","203493"
"2256","2015-09-19","256848"
"2257","2015-09-20","141139"
"2258","2015-09-21","154612"
"2259","2015-09-22","184019"
"2260","2015-09-23","184357"
"2261","2015-09-24","182687"
"2262","2015-09-25","215387"
"2263","2015-09-26","272030"
"2264","2015-09-27","142643"
"2265","2015-09-28","161306"
"2266","2015-09-29","196639"
"2267","2015-09-30","181530"
"2268","2015-10-01","186063"
"2269","2015-10-02","208229"
"2270","2015-10-03","274422"
"2271","2015-10-04","136518"
"2272","2015-10-05","138782"
"2273","2015-10-06","158320"
"2274","2015-10-07","139371"
"2275","2015-10-08","170355"
"2276","2015-10-09","244384"
"2277","2015-10-10","251123"
"2278","2015-10-11","124838"
"2279","2015-10-12","153057"
"2280","2015-10-13","162168"
"2281","2015-10-14","171597"
"2282","2015-10-15","164173"
"2283","2015-10-16","195643"
"2284","2015-10-17","268185"
"2285","2015-10-18","131041"
"2286","2015-10-19","160943"
"2287","2015-10-20","167152"
"2288","2015-10-21","161051"
"2289","2015-10-22","173625"
"2290","2015-10-23","199096"
"2291","2015-10-24","251719"
"2292","2015-10-25","136661"
"2293","2015-10-26","187383"
"2294","2015-10-27","194185"
"2295","2015-10-28","167972"
"2296","2015-10-29","200294"
"2297","2015-10-30","231013"
"2298","2015-10-31","262381"
"2299","2015-11-01","127012"
"2300","2015-11-02","150075"
"2301","2015-11-03","153334"
"2302","2015-11-04","158090"
"2303","2015-11-05","142478"
"2304","2015-11-06","184241"
"2305","2015-11-07","235371"
"2306","2015-11-08","119911"
"2307","2015-11-09","139276"
"2308","2015-11-10","169624"
"2309","2015-11-11","160627"
"2310","2015-11-12","175126"
"2311","2015-11-13","158534"
"2312","2015-11-14","234048"
"2313","2015-11-15","130584"
"2314","2015-11-16","156372"
"2315","2015-11-17","144121"
"2316","2015-11-18","148119"
"2317","2015-11-19","155499"
"2318","2015-11-20","184013"
"2319","2015-11-21","282424"
"2320","2015-11-22","152758"
"2321","2015-11-23","157176"
"2322","2015-11-24","155368"
"2323","2015-11-25","176622"
"2324","2015-11-26","178958"
"2325","2015-11-27","286810"
"2326","2015-11-28","296564"
"2327","2015-11-29","144418"
"2328","2015-11-30","160007"
"2329","2015-12-01","170050"
"2330","2015-12-02","191146"
"2331","2015-12-03","179582"
"2332","2015-12-04","228404"
"2333","2015-12-05","307142"
"2334","2015-12-06","179791"
"2335","2015-12-07","194651"
"2336","2015-12-08","185337"
"2337","2015-12-09","193676"
"2338","2015-12-10","186142"
"2339","2015-12-11","210601"
"2340","2015-12-12","219863"
"2341","2015-12-13","177456"
"2342","2015-12-14","193442"
"2343","2015-12-15","182590"
"2344","2015-12-16","198984"
"2345","2015-12-17","225588"
"2346","2015-12-18","250714"
"2347","2015-12-19","297084"
"2348","2015-12-20","201103"
"2349","2015-12-21","255488"
"2350","2015-12-22","194120"
"2351","2015-12-23","254610"
"2352","2015-12-24","201728"
"2353","2015-12-25","8737"
"2354","2015-12-26","198532"
"2355","2015-12-27","147279"
"2356","2015-12-28","160930"
"2357","2015-12-29","220529"
"2358","2015-12-30","173549"
"2359","2015-12-31","183778"
"2360","2016-01-01","48875"
"2361","2016-01-02","167007"
"2362","2016-01-03","89740"
"2363","2016-01-04","149232"
"2364","2016-01-05","138352"
"2365","2016-01-06","158312"
"2366","2016-01-07","157737"
"2367","2016-01-08","174361"
"2368","2016-01-09","219654"
"2369","2016-01-10","117161"
"2370","2016-01-11","152846"
"2371","2016-01-12","152698"
"2372","2016-01-13","171830"
"2373","2016-01-14","152534"
"2374","2016-01-15","174318"
"2375","2016-01-16","222904"
"2376","2016-01-17","99475"
"2377","2016-01-18","163068"
"2378","2016-01-19","168671"
"2379","2016-01-20","162363"
"2380","2016-01-21","162575"
"2381","2016-01-22","170516"
"2382","2016-01-23","222932"
"2383","2016-01-24","106385"
"2384","2016-01-25","169575"
"2385","2016-01-26","150418"
"2386","2016-01-27","159824"
"2387","2016-01-28","162610"
"2388","2016-01-29","178808"
"2389","2016-01-30","223088"
"2390","2016-01-31","106510"
"2391","2016-02-01","147056"
"2392","2016-02-02","138349"
"2393","2016-02-03","164567"
"2394","2016-02-04","162114"
"2395","2016-02-05","176951"
"2396","2016-02-06","212542"
"2397","2016-02-07","121205"
"2398","2016-02-08","128756"
"2399","2016-02-09","145705"
"2400","2016-02-10","158218"
"2401","2016-02-11","169137"
"2402","2016-02-12","186511"
"2403","2016-02-13","226372"
"2404","2016-02-14","118251"
"2405","2016-02-15","168331"
"2406","2016-02-16","166530"
"2407","2016-02-17","146517"
"2408","2016-02-18","184417"
"2409","2016-02-19","191952"
"2410","2016-02-20","208161"
"2411","2016-02-21","96849"
"2412","2016-02-22","151478"
"2413","2016-02-23","155584"
"2414","2016-02-24","157730"
"2415","2016-02-25","168429"
"2416","2016-02-26","192162"
"2417","2016-02-27","247576"
"2418","2016-02-28","128615"
"2419","2016-02-29","153132"
"2420","2016-03-01","137163"
"2421","2016-03-02","141838"
"2422","2016-03-03","175346"
"2423","2016-03-04","155022"
"2424","2016-03-05","251042"
"2425","2016-03-06","109440"
"2426","2016-03-07","163675"
"2427","2016-03-08","150670"
"2428","2016-03-09","127330"
"2429","2016-03-10","154850"
"2430","2016-03-11","186738"
"2431","2016-03-12","244049"
"2432","2016-03-13","127599"
"2433","2016-03-14","168738"
"2434","2016-03-15","152021"
"2435","2016-03-16","158368"
"2436","2016-03-17","187312"
"2437","2016-03-18","183123"
"2438","2016-03-19","242680"
"2439","2016-03-20","111661"
"2440","2016-03-21","163472"
"2441","2016-03-22","159017"
"2442","2016-03-23","152878"
"2443","2016-03-24","189097"
"2444","2016-03-25","184668"
"2445","2016-03-26","197571"
"2446","2016-03-27","53699"
"2447","2016-03-28","118342"
"2448","2016-03-29","160155"
"2449","2016-03-30","167387"
"2450","2016-03-31","196489"
"2451","2016-04-01","178865"
"2452","2016-04-02","213690"
"2453","2016-04-03","118342"
"2454","2016-04-04","173150"
"2455","2016-04-05","155731"
"2456","2016-04-06","168861"
"2457","2016-04-07","177227"
"2458","2016-04-08","193601"
"2459","2016-04-09","215796"
"2460","2016-04-10","104889"
"2461","2016-04-11","173109"
"2462","2016-04-12","134808"
"2463","2016-04-13","170681"
"2464","2016-04-14","160675"
"2465","2016-04-15","181005"
"2466","2016-04-16","214616"
"2467","2016-04-17","119826"
"2468","2016-04-18","159101"
"2469","2016-04-19","173250"
"2470","2016-04-20","170164"
"2471","2016-04-21","168901"
"2472","2016-04-22","189870"
"2473","2016-04-23","229103"
"2474","2016-04-24","105001"
"2475","2016-04-25","145855"
"2476","2016-04-26","142879"
"2477","2016-04-27","147868"
"2478","2016-04-28","150231"
"2479","2016-04-29","178019"
"2480","2016-04-30","248694"
"2481","2016-05-01","122012"
"2482","2016-05-02","138054"
"2483","2016-05-03","160635"
"2484","2016-05-04","166690"
"2485","2016-05-05","170306"
"2486","2016-05-06","184681"
"2487","2016-05-07","229843"
"2488","2016-05-08","138239"
"2489","2016-05-09","156866"
"2490","2016-05-10","140637"
"2491","2016-05-11","156900"
"2492","2016-05-12","190153"
"2493","2016-05-13","184598"
"2494","2016-05-14","232110"
"2495","2016-05-15","120629"
"2496","2016-05-16","160443"
"2497","2016-05-17","160210"
"2498","2016-05-18","137446"
"2499","2016-05-19","170133"
"2500","2016-05-20","185528"
"2501","2016-05-21","210930"
"2502","2016-05-22","117712"
"2503","2016-05-23","151975"
"2504","2016-05-24","162550"
"2505","2016-05-25","155287"
"2506","2016-05-26","174149"
"2507","2016-05-27","198105"
"2508","2016-05-28","258730"
"2509","2016-05-29","142988"
"2510","2016-05-30","147838"
"2511","2016-05-31","178989"
"2512","2016-06-01","177537"
"2513","2016-06-02","196001"
"2514","2016-06-03","209540"
"2515","2016-06-04","227201"
"2516","2016-06-05","117857"
"2517","2016-06-06","169516"
"2518","2016-06-07","165326"
"2519","2016-06-08","157838"
"2520","2016-06-09","177346"
"2521","2016-06-10","171654"
"2522","2016-06-11","205045"
"2523","2016-06-12","132668"
"2524","2016-06-13","143427"
"2525","2016-06-14","157799"
"2526","2016-06-15","155211"
"2527","2016-06-16","169793"
"2528","2016-06-17","183667"
"2529","2016-06-18","233122"
"2530","2016-06-19","112523"
"2531","2016-06-20","148632"
"2532","2016-06-21","167375"
"2533","2016-06-22","160819"
"2534","2016-06-23","179541"
"2535","2016-06-24","184968"
"2536","2016-06-25","220291"
"2537","2016-06-26","117812"
"2538","2016-06-27","164410"
"2539","2016-06-28","154581"
"2540","2016-06-29","148878"
"2541","2016-06-30","178485"
"2542","2016-07-01",NA
"2543","2016-07-02",NA
"2544","2016-07-03",NA
"2545","2016-07-04","170517"
"2546","2016-07-05","175234"
"2547","2016-07-06","161720"
"2548","2016-07-07","164261"
"2549","2016-07-08","164659"
"2550","2016-07-09","216720"
"2551","2016-07-10","130084"
"2552","2016-07-11","162512"
"2553","2016-07-12","167613"
"2554","2016-07-13","175270"
"2555","2016-07-14","180825"
"2556","2016-07-15","178475"
"2557","2016-07-16","242229"
"2558","2016-07-17","120486"
"2559","2016-07-18","171555"
"2560","2016-07-19","170781"
"2561","2016-07-20","184133"
"2562","2016-07-21","186627"
"2563","2016-07-22","207244"
"2564","2016-07-23","229155"
"2565","2016-07-24","119258"
"2566","2016-07-25","190163"
"2567","2016-07-26","193252"
"2568","2016-07-27","206296"
"2569","2016-07-28","181623"
"2570","2016-07-29","219998"
"2571","2016-07-30","243208"
"2572","2016-07-31","138384"
"2573","2016-08-01","181910"
"2574","2016-08-02","193975"
"2575","2016-08-03","190008"
"2576","2016-08-04","192126"
"2577","2016-08-05","213585"
"2578","2016-08-06","232444"
"2579","2016-08-07","137543"
"2580","2016-08-08","176661"
"2581","2016-08-09","176401"
"2582","2016-08-10","194924"
"2583","2016-08-11","205092"
"2584","2016-08-12","209324"
"2585","2016-08-13","217851"
"2586","2016-08-14","123579"
"2587","2016-08-15","193797"
"2588","2016-08-16","203880"
"2589","2016-08-17","199070"
"2590","2016-08-18","202742"
"2591","2016-08-19","189242"
"2592","2016-08-20","219690"
"2593","2016-08-21","125606"
"2594","2016-08-22","186454"
"2595","2016-08-23","210698"
"2596","2016-08-24","202275"
"2597","2016-08-25","179770"
"2598","2016-08-26","223256"
"2599","2016-08-27","227401"
"2600","2016-08-28","146563"
"2601","2016-08-29","152177"
"2602","2016-08-30","204998"
"2603","2016-08-31","214117"
"2604","2016-09-01","214093"
"2605","2016-09-02","202495"
"2606","2016-09-03","209217"
"2607","2016-09-04","124933"
"2608","2016-09-05","187650"
"2609","2016-09-06","200664"
"2610","2016-09-07","198418"
"2611","2016-09-08","191690"
"2612","2016-09-09","202386"
"2613","2016-09-10","240363"
"2614","2016-09-11","138339"
"2615","2016-09-12","183863"
"2616","2016-09-13","186096"
"2617","2016-09-14","186684"
"2618","2016-09-15","213014"
"2619","2016-09-16","202759"
"2620","2016-09-17","261357"
"2621","2016-09-18","158844"
"2622","2016-09-19","192078"
"2623","2016-09-20","212283"
"2624","2016-09-21","208018"
"2625","2016-09-22","226027"
"2626","2016-09-23","262396"
"2627","2016-09-24","331880"
"2628","2016-09-25","157883"
"2629","2016-09-26","175561"
"2630","2016-09-27","244564"
"2631","2016-09-28","220587"
"2632","2016-09-29","207477"
"2633","2016-09-30","237306"
"2634","2016-10-01","301877"
"2635","2016-10-02","147462"
"2636","2016-10-03","183582"
"2637","2016-10-04","188172"
"2638","2016-10-05","172789"
"2639","2016-10-06","225660"
"2640","2016-10-07","260212"
"2641","2016-10-08","297834"
"2642","2016-10-09","149910"
"2643","2016-10-10","183398"
"2644","2016-10-11","188585"
"2645","2016-10-12","196956"
"2646","2016-10-13","192670"
"2647","2016-10-14","244630"
"2648","2016-10-15","322846"
"2649","2016-10-16","144702"
"2650","2016-10-17","187527"
"2651","2016-10-18","192674"
"2652","2016-10-19","199724"
"2653","2016-10-20","225798"
"2654","2016-10-21","249052"
"2655","2016-10-22","316284"
"2656","2016-10-23","164199"
"2657","2016-10-24","220184"
"2658","2016-10-25","228720"
"2659","2016-10-26","229315"
"2660","2016-10-27","245669"
"2661","2016-10-28","276581"
"2662","2016-10-29","311170"
"2663","2016-10-30","165652"
"2664","2016-10-31","212485"
"2665","2016-11-01","187259"
"2666","2016-11-02","186974"
"2667","2016-11-03","187600"
"2668","2016-11-04","214802"
"2669","2016-11-05","259486"
"2670","2016-11-06","126637"
"2671","2016-11-07","161353"
"2672","2016-11-08","169034"
"2673","2016-11-09","152355"
"2674","2016-11-10","190079"
"2675","2016-11-11","205308"
"2676","2016-11-12","285886"
"2677","2016-11-13","147812"
"2678","2016-11-14","164455"
"2679","2016-11-15","162317"
"2680","2016-11-16","166859"
"2681","2016-11-17","171901"
"2682","2016-11-18","177067"
"2683","2016-11-19","277772"
"2684","2016-11-20","142088"
"2685","2016-11-21","134341"
"2686","2016-11-22","170477"
"2687","2016-11-23","190743"
"2688","2016-11-24","208352"
"2689","2016-11-25","316212"
"2690","2016-11-26","323983"
"2691","2016-11-27","175345"
"2692","2016-11-28","193957"
"2693","2016-11-29","182625"
"2694","2016-11-30","204020"
"2695","2016-12-01","229180"
"2696","2016-12-02","271103"
"2697","2016-12-03","381679"
"2698","2016-12-04","208049"
"2699","2016-12-05","207480"
"2700","2016-12-06","212911"
"2701","2016-12-07","238971"
"2702","2016-12-08","238744"
"2703","2016-12-09","259782"
"2704","2016-12-10","351449"
"2705","2016-12-11","197993"
"2706","2016-12-12","228561"
"2707","2016-12-13","203944"
"2708","2016-12-14","219046"
"2709","2016-12-15","252211"
"2710","2016-12-16","278255"
"2711","2016-12-17","310838"
"2712","2016-12-18","203032"
"2713","2016-12-19","284520"
"2714","2016-12-20","229908"
"2715","2016-12-21","268525"
"2716","2016-12-22","274931"
"2717","2016-12-23","270771"
"2718","2016-12-24","194919"
"2719","2016-12-25","7121"
"2720","2016-12-26","221507"
"2721","2016-12-27","211158"
"2722","2016-12-28","231373"
"2723","2016-12-29","229155"
"2724","2016-12-30","231938"
"2725","2016-12-31","197449"
"2726","2017-01-01","47022"
"2727","2017-01-02","138932"
"2728","2017-01-03","159760"
"2729","2017-01-04","147381"
"2730","2017-01-05","163402"
"2731","2017-01-06","151482"
"2732","2017-01-07","214285"
"2733","2017-01-08","111030"
"2734","2017-01-09","139167"
"2735","2017-01-10","152539"
"2736","2017-01-11","151174"
"2737","2017-01-12","146564"
"2738","2017-01-13","151636"
"2739","2017-01-14","206939"
"2740","2017-01-15","97116"
"2741","2017-01-16","133087"
"2742","2017-01-17","152408"
"2743","2017-01-18","158679"
"2744","2017-01-19","170783"
"2745","2017-01-20","179761"
"2746","2017-01-21","221578"
"2747","2017-01-22","99799"
"2748","2017-01-23","151174"
"2749","2017-01-24","153062"
"2750","2017-01-25","156129"
"2751","2017-01-26","149783"
"2752","2017-01-27","168776"
"2753","2017-01-28","220288"
"2754","2017-01-29","117988"
"2755","2017-01-30","162860"
"2756","2017-01-31","144866"
